Symbol,영풍_시가(원),영풍_종가(원),영풍_거래량(주),영풍_PER(IFRS-연결),영풍_순매수수량(개인)(주),영풍_순매수수량(기관계)(주),영풍_순매수수량(외국인계)(주)
2000-01-04,55700,58000,60,5.23,0,0,0
2000-01-05,52500,50800,310,4.58,0,0,0
2000-01-06,51800,51800,80,4.67,0,0,0
2000-01-07,52000,53000,300,4.77,0,0,0
2000-01-10,53000,55900,60,5.04,0,0,0
2000-01-11,53100,53500,40,4.82,0,0,0
2000-01-12,51100,50500,100,4.55,0,0,0
2000-01-13,50000,50000,0,4.5,0,0,0
2000-01-14,46600,50000,200,4.5,0,0,0
2000-01-17,47000,47000,100,4.23,0,0,0
2000-01-18,46300,46500,120,4.19,0,0,0
2000-01-19,46500,46500,60,4.19,0,0,0
2000-01-20,46800,46000,50,4.14,0,0,0
2000-01-21,46000,46000,50,4.14,0,0,0
2000-01-24,46000,48500,20,4.37,0,0,0
2000-01-25,48500,48500,0,4.37,0,0,0
2000-01-26,43500,48100,40,4.33,0,0,0
2000-01-27,49500,49500,90,4.46,0,0,0
2000-01-28,43600,46000,120,4.14,10,-10,0
2000-01-31,52600,47100,150,4.24,100,-100,0
2000-02-01,47000,47000,170,4.23,0,0,0
2000-02-02,47000,49500,200,4.46,0,0,0
2000-02-03,47100,47500,250,4.28,0,0,0
2000-02-07,48100,48100,100,4.33,0,0,0
2000-02-08,45500,45600,40,4.11,0,0,0
2000-02-09,45600,45200,50,4.07,0,0,0
2000-02-10,46600,46600,20,4.2,0,0,0
2000-02-11,47000,46600,130,4.2,0,0,0
2000-02-14,46600,46600,0,4.2,0,0,0
2000-02-15,45000,45000,100,4.05,0,0,0
2000-02-16,45000,45000,0,4.05,0,0,0
2000-02-17,45000,45000,0,4.05,0,0,0
2000-02-18,45000,45500,120,4.1,0,0,0
2000-02-21,42100,41900,60,3.77,0,0,0
2000-02-22,41900,43000,210,3.87,0,0,0
2000-02-23,44600,48500,300,4.37,0,0,0
2000-02-24,46200,46200,50,4.16,0,0,0
2000-02-25,45500,53100,1130,4.78,0,0,0
2000-02-28,50500,54000,310,4.86,0,0,0
2000-02-29,53900,48100,940,4.33,-130,130,0
2000-03-02,49000,50000,250,4.5,-80,80,0
2000-03-03,47000,49600,380,4.47,0,0,0
2000-03-06,49700,51400,320,4.63,0,0,0
2000-03-07,49000,48050,130,4.33,0,0,0
2000-03-08,47100,47000,170,4.23,0,0,0
2000-03-09,47000,49000,30,4.41,0,0,0
2000-03-10,47100,49000,340,4.41,0,0,0
2000-03-13,50000,55000,1230,4.96,0,0,0
2000-03-14,51500,51000,80,4.59,0,0,0
2000-03-15,46100,50600,270,4.56,-10,0,0
2000-03-16,43600,47000,270,4.23,0,0,0
2000-03-17,46400,47000,40,4.23,0,0,0
2000-03-20,51000,49000,280,4.41,0,0,0
2000-03-21,47200,46000,110,4.14,0,0,0
2000-03-22,46300,47000,100,4.23,0,0,0
2000-03-23,47300,47200,170,4.25,10,0,0
2000-03-24,47500,54200,770,4.88,190,-190,0
2000-03-27,62300,62300,500,5.61,0,0,0
2000-03-28,71600,58000,1540,5.23,50,-50,0
2000-03-29,50100,52000,1190,4.68,0,0,0
2000-03-30,55500,50200,750,4.52,300,-300,0
2000-03-31,50300,51200,140,4.61,0,0,0
2000-04-03,50000,46100,470,4.15,320,-320,0
2000-04-04,47200,45500,800,4.1,510,-510,0
2000-04-06,47900,42000,840,3.78,600,-600,0
2000-04-07,45500,44500,1190,4.01,500,-500,0
2000-04-10,43000,47500,1360,4.28,-240,0,430
2000-04-11,47500,47600,730,4.29,-480,-10,490
2000-04-12,47600,47500,280,4.28,-220,0,220
2000-04-14,47500,52000,900,4.68,300,-440,140
2000-04-17,50000,59800,2220,5.39,-220,-80,300
2000-04-18,62000,68700,2440,6.19,20,-20,0
2000-04-19,79000,73600,7900,6.63,1530,-1530,0
2000-04-20,83000,62700,4150,5.65,0,0,0
2000-04-21,62700,57000,1170,5.14,0,0,0
2000-04-24,61900,60000,970,5.41,0,0,0
2000-04-25,56500,55800,670,5.03,0,0,0
2000-04-26,57000,54100,810,4.87,-150,0,0
2000-04-27,50000,54000,520,4.86,0,0,0
2000-04-28,50300,51500,700,4.64,-10,0,0
2000-05-02,52000,49500,400,4.46,0,0,0
2000-05-03,52900,52000,320,4.68,0,0,0
2000-05-04,52000,52100,560,4.69,-30,10,0
2000-05-08,52100,53000,380,4.77,10,0,0
2000-05-09,51100,51100,1240,4.6,-1000,1000,0
2000-05-10,50500,51100,720,4.6,0,0,0
2000-05-12,55900,55100,940,4.96,0,0,0
2000-05-15,53100,56200,1350,5.06,0,0,0
2000-05-16,52000,52800,180,4.76,0,0,0
2000-05-17,51000,54000,740,4.86,0,0,0
2000-05-18,52100,52000,870,4.68,-410,410,0
2000-05-19,50200,55500,820,5,-10,10,0
2000-05-22,52100,50600,560,4.56,-310,310,0
2000-05-23,50000,49600,750,4.47,0,0,0
2000-05-24,51000,48000,210,4.32,0,0,0
2000-05-25,50000,50000,530,4.5,0,0,0
2000-05-26,50000,48000,410,4.32,-220,220,0
2000-05-29,49750,49600,230,4.47,0,0,0
2000-05-30,50000,50000,240,4.5,40,-40,0
2000-05-31,53000,50100,340,4.51,0,0,0
2000-06-01,49000,50100,210,4.51,0,0,0
2000-06-02,50100,50500,320,4.55,-140,140,0
2000-06-05,51400,50600,480,4.56,-40,0,0
2000-06-07,52000,58100,1850,5.23,10,0,0
2000-06-08,60000,60700,660,5.47,30,0,0
2000-06-09,60000,63500,890,5.72,0,0,0
2000-06-12,58300,59700,290,5.38,0,0,0
2000-06-13,59700,57000,250,5.14,0,0,0
2000-06-14,53000,56500,70,5.09,0,0,0
2000-06-15,55300,52000,180,4.68,10,-10,0
2000-06-16,51100,52000,160,4.68,-20,20,0
2000-06-19,51500,53900,20,4.86,-10,10,0
2000-06-20,52100,54900,240,4.95,10,-10,0
2000-06-21,54900,54900,130,4.95,0,0,0
2000-06-22,54000,55500,90,5,0,0,0
2000-06-23,54400,56800,280,5.12,-40,40,0
2000-06-26,57900,58600,570,5.28,-40,40,0
2000-06-27,55500,58300,610,5.25,80,-80,0
2000-06-28,54100,52500,2310,4.73,820,-920,0
2000-06-29,53700,53000,550,4.77,0,0,0
2000-06-30,52900,52900,590,4.77,50,-50,0
2000-07-03,53500,51800,1370,4.67,340,-340,0
2000-07-04,53200,52700,560,4.75,200,-200,0
2000-07-05,53000,52500,750,4.73,-190,190,0
2000-07-06,52000,52000,600,4.68,-100,100,0
2000-07-07,52700,53000,420,4.77,0,0,0
2000-07-10,52200,53500,660,4.82,0,0,0
2000-07-11,53600,54900,580,4.95,-150,150,0
2000-07-12,52700,54100,90,4.87,0,0,0
2000-07-13,53900,53000,310,4.77,-30,30,0
2000-07-14,51600,54400,450,4.9,60,-60,0
2000-07-18,52700,51800,40,4.67,0,0,0
2000-07-19,49100,51000,580,4.59,-40,40,0
2000-07-20,49250,49000,270,4.41,-90,90,0
2000-07-21,49000,49600,260,4.47,-10,10,0
2000-07-24,52400,52000,290,4.68,0,0,0
2000-07-25,50900,48000,90,4.32,10,-10,0
2000-07-26,44100,53700,120,4.84,0,0,0
2000-07-27,47300,50000,290,4.5,0,0,0
2000-07-28,51000,51000,10,4.59,10,-10,0
2000-07-31,50500,50500,60,4.55,-30,30,0
2000-08-01,49000,49000,50,4.41,0,0,0
2000-08-02,48500,49500,280,4.46,0,0,0
2000-08-03,49500,49300,230,4.44,0,0,0
2000-08-04,49300,49300,30,4.44,0,0,0
2000-08-07,44200,48150,210,4.34,0,0,0
2000-08-08,48150,47500,30,4.28,-10,10,0
2000-08-09,45500,50500,130,4.55,-10,0,0
2000-08-10,50500,50500,280,4.55,0,0,0
2000-08-11,48200,50900,180,4.59,0,0,0
2000-08-14,49700,51800,100,4.67,0,0,0
2000-08-16,50500,50500,150,4.55,0,0,0
2000-08-17,49200,50000,320,4.5,10,-10,0
2000-08-18,50000,50000,210,4.5,0,0,0
2000-08-21,52000,50400,30,4.54,0,0,0
2000-08-22,50000,50000,110,4.5,0,0,0
2000-08-23,50000,51400,310,4.63,0,0,0
2000-08-24,52000,49900,260,4.5,0,0,0
2000-08-25,48700,48700,30,4.39,0,0,0
2000-08-28,50800,51500,240,4.64,0,0,0
2000-08-29,45800,50000,480,4.5,10,0,0
2000-08-30,53500,52900,70,4.77,-10,0,0
2000-08-31,51100,54000,280,4.86,30,-30,0
2000-09-01,50000,50500,100,4.55,10,0,0
2000-09-04,51700,51700,210,4.66,0,0,0
2000-09-05,50500,50500,10,4.55,0,0,0
2000-09-06,50500,50500,0,4.55,0,0,0
2000-09-07,50500,49400,20,4.45,0,0,0
2000-09-08,49550,49500,50,4.46,0,0,0
2000-09-14,51500,48100,250,4.33,0,0,0
2000-09-15,51000,49550,310,4.46,0,0,0
2000-09-18,48800,48000,250,4.32,-80,80,0
2000-09-19,46500,47000,1210,4.23,-240,240,0
2000-09-20,48900,47500,80,4.28,0,0,0
2000-09-21,52000,52000,1040,4.68,-110,110,0
2000-09-22,48300,51600,170,4.65,0,0,0
2000-09-25,51000,51000,0,4.59,0,0,0
2000-09-26,50900,50900,0,4.59,0,0,0
2000-09-27,51900,51900,30,4.68,-30,30,0
2000-09-28,50000,51700,100,4.66,0,0,0
2000-09-29,51700,51700,20,4.66,0,0,0
2000-10-02,51700,50000,130,4.5,40,-40,0
2000-10-04,49800,49800,120,4.49,0,0,0
2000-10-05,52400,52400,130,4.72,-100,100,0
2000-10-06,50100,52000,130,4.68,-100,100,0
2000-10-09,51000,50100,150,4.51,0,0,0
2000-10-10,46100,49500,50,4.46,30,-30,0
2000-10-11,49550,52500,130,4.73,0,0,0
2000-10-12,50100,50500,100,4.55,0,0,0
2000-10-13,50400,49100,100,4.42,0,0,0
2000-10-16,50000,49000,120,4.41,0,0,0
2000-10-17,49100,49100,0,4.42,0,0,0
2000-10-18,50000,50000,0,4.5,0,0,0
2000-10-19,50000,50000,100,4.5,0,0,0
2000-10-20,50200,50000,110,4.5,10,-10,0
2000-10-23,50300,50400,110,4.54,0,0,0
2000-10-24,52100,50000,850,4.5,0,0,0
2000-10-25,52000,52000,170,4.68,0,0,0
2000-10-26,50500,50500,30,4.55,0,0,0
2000-10-27,53000,50600,150,4.56,0,0,0
2000-10-30,50600,50600,0,4.56,0,0,0
2000-10-31,51000,51000,40,4.59,0,0,0
2000-11-01,52500,52900,470,4.77,70,-70,0
2000-11-02,50000,58400,530,5.26,0,0,0
2000-11-03,57800,53500,1010,4.82,-10,30,0
2000-11-06,50200,51100,680,4.6,0,0,0
2000-11-07,51000,58000,400,5.23,160,-210,0
2000-11-08,54100,54200,80,4.88,50,0,0
2000-11-09,55300,55300,10,4.98,-10,10,0
2000-11-10,53100,53900,110,4.86,0,0,0
2000-11-13,53400,53400,0,4.81,0,0,0
2000-11-14,54000,54000,140,4.86,-10,10,0
2000-11-15,54100,54700,140,4.93,-10,10,0
2000-11-16,54000,53900,110,4.86,30,-30,0
2000-11-17,56900,56900,20,5.13,0,0,0
2000-11-20,53100,56800,30,5.12,-10,10,0
2000-11-21,54100,55400,50,4.99,0,0,0
2000-11-22,55400,51100,180,4.6,10,-10,0
2000-11-23,51100,55900,590,5.04,0,0,0
2000-11-24,53100,53200,44350,4.79,10,-10,0
2000-11-27,61100,56000,2570,5.05,1290,-1290,0
2000-11-28,52200,53800,630,4.85,0,0,0
2000-11-29,53500,52000,500,4.68,0,0,0
2000-11-30,51500,51100,520,4.6,-330,330,0
2000-12-01,51100,52400,150,4.72,-20,20,0
2000-12-04,53800,51100,160,4.6,-70,70,0
2000-12-05,50500,50100,90,4.51,0,0,0
2000-12-06,48800,54000,44260,4.86,0,0,0
2000-12-07,50600,53300,50,4.8,0,0,0
2000-12-08,50100,52400,150,4.72,0,0,0
2000-12-11,51500,51300,130,4.62,0,0,0
2000-12-12,51000,52000,80,4.68,40,-40,0
2000-12-13,53000,50800,50,4.58,0,0,0
2000-12-14,50100,50100,140,4.51,0,0,0
2000-12-15,51700,51500,50,4.64,-10,10,0
2000-12-18,50700,50500,110,4.55,-60,60,0
2000-12-19,50500,49500,250,4.46,-120,120,0
2000-12-20,48500,51700,230,4.66,-100,50,0
2000-12-21,50000,50100,110,4.51,-50,50,0
2000-12-22,51600,50500,30,4.55,0,0,0
2000-12-26,49050,55000,410,4.96,0,0,0
2001-01-02,52000,52500,190,11.45,0,0,0
2001-01-03,52500,52500,20,11.45,0,0,0
2001-01-04,53400,57000,1220,12.43,550,-470,0
2001-01-05,55900,51100,950,11.14,0,0,0
2001-01-08,51100,50900,900,11.1,-50,0,0
2001-01-09,52500,52000,110,11.34,0,0,0
2001-01-10,52600,52000,70,11.34,0,0,0
2001-01-11,53900,52900,50,11.53,0,0,0
2001-01-12,53000,53000,50,11.55,0,0,0
2001-01-15,50500,50400,60,10.99,10,-10,0
2001-01-16,50600,54900,590,11.97,50,0,0
2001-01-17,53900,53900,0,11.75,0,0,0
2001-01-18,51300,51300,10,11.18,0,0,0
2001-01-19,51000,51500,70,11.23,0,0,0
2001-01-22,51200,52100,30,11.36,0,0,0
2001-01-26,52100,52100,0,11.36,0,0,0
2001-01-29,52000,52000,140,11.34,0,0,0
2001-01-30,52200,52100,20,11.36,0,0,0
2001-01-31,52100,52100,0,11.36,0,0,0
2001-02-01,50500,51200,40,11.16,0,0,0
2001-02-02,52000,52000,20,11.34,0,0,0
2001-02-05,52000,50600,80,11.03,0,0,0
2001-02-06,51500,51000,280,11.12,-50,0,0
2001-02-07,50700,50600,110,11.03,0,0,0
2001-02-08,51000,51000,70,11.12,0,0,0
2001-02-09,50600,50600,54,11.03,4,-4,0
2001-02-12,50600,50100,140,10.92,70,-70,0
2001-02-13,50100,57600,924,12.56,120,-70,0
2001-02-14,53100,51200,1110,11.16,270,-270,0
2001-02-15,53000,51000,300,11.12,-220,220,0
2001-02-16,51000,53000,190,11.55,-80,80,0
2001-02-19,51000,51100,100,11.14,-10,10,0
2001-02-20,51100,51900,2180,11.31,-40,40,0
2001-02-21,51900,51900,40,11.31,0,0,0
2001-02-22,50500,51000,70,11.12,-10,0,0
2001-02-23,51000,51000,60,11.12,-10,10,0
2001-02-26,51300,51400,100,11.21,0,0,0
2001-02-27,51400,51400,30,11.21,20,-20,0
2001-02-28,51500,51600,30,11.25,10,-10,0
2001-03-02,51100,51200,40,11.16,10,-10,0
2001-03-05,51400,51000,1060,11.12,-1000,1000,0
2001-03-06,50100,51000,40,11.12,0,0,0
2001-03-07,51100,51100,0,11.14,0,0,0
2001-03-08,51000,52900,500,11.53,10,0,0
2001-03-09,53700,57100,240,12.45,0,0,0
2001-03-12,54700,54700,0,11.92,0,0,0
2001-03-13,53800,53800,0,11.73,0,0,0
2001-03-14,52800,52800,0,11.51,0,0,0
2001-03-15,53000,53000,30,11.55,0,0,0
2001-03-16,53900,52900,30,11.53,0,0,0
2001-03-19,48500,51000,80,11.12,0,0,0
2001-03-20,50300,51100,40,11.14,40,-40,0
2001-03-21,51000,51500,30,11.23,0,0,0
2001-03-22,51300,51300,10,11.18,10,-10,0
2001-03-23,51100,51100,20,11.14,0,0,0
2001-03-26,51000,51000,1000,11.12,70,-70,0
2001-03-27,51300,51300,30,11.18,0,0,0
2001-03-28,53000,51500,150,11.23,0,0,0
2001-03-29,51000,51200,50,11.16,-10,10,0
2001-03-30,51200,51200,100,11.16,0,0,0
2001-04-02,51000,51000,20,11.12,0,0,0
2001-04-03,51000,52700,20,11.49,-10,10,0
2001-04-04,52700,52700,0,11.49,0,0,0
2001-04-06,50800,52700,6610,11.49,-10,10,0
2001-04-09,52700,52700,0,11.49,0,0,0
2001-04-10,51900,51900,0,11.31,0,0,0
2001-04-11,52000,52000,10,11.34,0,0,0
2001-04-12,52000,52000,0,11.34,0,0,0
2001-04-13,52000,52000,0,11.34,0,0,0
2001-04-16,52000,52000,0,11.34,0,0,0
2001-04-17,52000,52000,0,11.34,0,0,0
2001-04-18,52000,52000,0,11.34,0,0,0
2001-04-19,52000,52700,40,11.49,-10,10,0
2001-04-20,52400,52400,0,11.42,0,0,0
2001-04-23,50600,50600,10,11.03,10,0,0
2001-04-24,51000,51000,270,11.12,-70,50,0
2001-04-25,51200,51200,0,11.16,0,0,0
2001-04-26,51500,51000,150,11.12,-100,100,0
2001-04-27,51500,51500,100,11.23,0,0,0
2001-04-30,50500,51500,70,11.23,-30,20,0
2001-05-02,51000,52000,230,11.34,-130,130,0
2001-05-03,52000,52000,30,11.34,0,0,0
2001-05-04,51000,52500,70,11.45,-10,10,0
2001-05-07,52500,52500,0,11.45,0,0,0
2001-05-08,52500,52500,0,11.45,0,0,0
2001-05-09,52500,52500,0,11.45,0,0,0
2001-05-10,52400,52400,0,11.42,0,0,0
2001-05-11,51000,51000,50,11.12,0,0,0
2001-05-14,51000,52400,260,11.42,230,-230,0
2001-05-15,51200,52000,30,11.34,0,0,0
2001-05-16,53400,53400,10,11.64,0,0,0
2001-05-17,53100,53100,0,11.58,0,0,0
2001-05-18,53100,53100,0,11.58,0,0,0
2001-05-21,53100,53100,0,11.58,0,0,0
2001-05-22,53100,53100,0,11.58,0,0,0
2001-05-23,53100,53100,0,11.58,0,0,0
2001-05-24,53100,53100,0,11.58,0,0,0
2001-05-25,51100,53100,20,11.58,-10,10,0
2001-05-28,53000.0,53000.0,50.0,11.55,-50,50,0
2001-05-29,53000.0,53000.0,0.0,11.55,0,0,0
2001-05-30,53000.0,53000.0,0.0,11.55,0,0,0
2001-05-31,53000.0,53000.0,0.0,11.55,0,0,0
2001-06-01,53000.0,53000.0,0.0,11.55,0,0,0
2001-06-04,51100.0,53600.0,30.0,11.68,0,0,0
2001-06-05,53400.0,53400.0,0.0,11.64,0,0,0
2001-06-07,50800.0,53000.0,30.0,11.55,0,0,0
2001-06-08,51100.0,51100.0,90010.0,11.14,0,0,0
2001-06-11,51000.0,51000.0,90.0,11.12,0,0,0
2001-06-12,51100.0,51100.0,1000.0,11.14,0,0,0
2001-06-13,51200.0,51200.0,0.0,11.16,0,0,0
2001-06-14,50300.0,50600.0,80.0,11.03,0,0,0
2001-06-15,51000.0,50700.0,220.0,11.05,200,-200,0
2001-06-18,52300.0,50900.0,190.0,11.1,140,-140,0
2001-06-19,53400.0,50600.0,260.0,11.03,-20,-50,0
2001-06-20,51000.0,51000.0,100.0,11.12,90,-90,0
2001-06-21,50000.0,50500.0,160.0,11.01,0,0,0
2001-06-22,50200.0,50200.0,50.0,10.94,0,0,0
2001-06-25,51000.0,51000.0,50.0,11.12,0,0,0
2001-06-26,51000.0,51000.0,130.0,11.12,-10,10,0
2001-06-27,51000.0,51000.0,100.0,11.12,-30,30,0
2001-06-28,51000.0,51000.0,0.0,11.12,0,0,0
2001-06-29,51000.0,51000.0,0.0,11.12,0,0,0
2001-07-02,51000.0,51000.0,10.0,11.12,-10,10,0
2001-07-03,51000.0,51000.0,0.0,11.12,0,0,0
2001-07-04,51500.0,50200.0,50.0,10.94,20,-20,0
2001-07-05,50400.0,51200.0,20.0,11.16,-10,10,0
2001-07-06,51200.0,51200.0,0.0,11.16,0,0,0
2001-07-09,51200.0,51200.0,0.0,11.16,0,0,0
2001-07-10,51200.0,47100.0,130.0,10.27,0,0,0
2001-07-11,49000.0,49000.0,10.0,10.68,0,0,0
2001-07-12,49500.0,49550.0,40.0,10.8,40,-40,0
2001-07-13,49000.0,49000.0,30.0,10.68,0,0,0
2001-07-16,48900.0,48900.0,0.0,10.66,0,0,0
2001-07-18,47000.0,47900.0,220.0,10.44,100,0,0
2001-07-19,45100.0,47750.0,60.0,10.41,0,0,0
2001-07-20,47750.0,50400.0,220.0,10.99,40,-40,0
2001-07-23,49800.0,49800.0,0.0,10.86,0,0,0
2001-07-24,50400.0,50500.0,50.0,11.01,-10,10,0
2001-07-25,50600.0,50000.0,80.0,10.9,0,0,0
2001-07-26,50000.0,50000.0,0.0,10.9,0,0,0
2001-07-27,50000.0,50000.0,14410.0,10.9,0,0,0
2001-07-30,50000.0,50000.0,0.0,10.9,0,0,0
2001-07-31,50000.0,50000.0,100.0,10.9,0,0,0
2001-08-01,51700.0,51700.0,10.0,11.27,-10,10,0
2001-08-02,51700.0,51700.0,0.0,11.27,0,0,0
2001-08-03,50000.0,50000.0,0.0,10.9,0,0,0
2001-08-06,47800.0,50900.0,50.0,11.1,-20,20,0
2001-08-07,50000.0,50100.0,120.0,10.92,0,0,0
2001-08-08,49300.0,51400.0,30.0,11.21,-20,20,0
2001-08-09,50800.0,50800.0,0.0,11.07,0,0,0
2001-08-10,50800.0,50800.0,0.0,11.07,0,0,0
2001-08-13,45100.0,50000.0,130.0,10.9,0,0,0
2001-08-14,49900.0,49900.0,10.0,10.88,0,0,0
2001-08-16,52300.0,52300.0,10.0,11.4,0,0,0
2001-08-17,51900.0,51900.0,0.0,11.31,0,0,0
2001-08-20,51900.0,51900.0,0.0,11.31,0,0,0
2001-08-21,51300.0,51300.0,0.0,11.18,0,0,0
2001-08-22,50700.0,50700.0,0.0,11.05,0,0,0
2001-08-23,50500.0,50500.0,40.0,11.01,0,0,0
2001-08-24,51400.0,50700.0,190.0,11.05,10,-10,0
2001-08-27,50500.0,50500.0,0.0,11.01,0,0,0
2001-08-28,52300.0,51000.0,1280.0,11.12,-350,350,0
2001-08-29,50500.0,50500.0,10.0,11.01,0,0,0
2001-08-30,50400.0,50400.0,0.0,10.99,0,0,0
2001-08-31,50000.0,50000.0,10.0,10.9,0,0,0
2001-09-03,50000.0,50000.0,0.0,10.9,0,0,0
2001-09-04,49150.0,49200.0,30.0,10.73,0,0,0
2001-09-05,49250.0,49250.0,0.0,10.74,0,0,0
2001-09-06,49900.0,49550.0,20.0,10.8,0,0,0
2001-09-07,50000.0,50000.0,30.0,10.9,0,0,0
2001-09-10,50400.0,50000.0,70.0,10.9,0,0,0
2001-09-11,49900.0,51100.0,30.0,11.14,0,0,0
2001-09-12,50000.0,50000.0,10.0,10.9,0,0,0
2001-09-13,49900.0,49100.0,20.0,10.7,0,0,0
2001-09-14,49100.0,51900.0,170.0,11.31,0,0,0
2001-09-17,49100.0,49100.0,40.0,10.7,0,0,0
2001-09-18,49800.0,49800.0,10.0,10.86,0,0,0
2001-09-19,42500.0,49700.0,150.0,10.83,0,0,0
2001-09-20,49200.0,49200.0,30.0,10.73,0,0,0
2001-09-21,49100.0,49100.0,170.0,10.7,0,0,0
2001-09-24,49100.0,49100.0,0.0,10.7,0,0,0
2001-09-25,49100.0,49100.0,0.0,10.7,0,0,0
2001-09-26,49600.0,49600.0,10.0,10.81,0,0,0
2001-09-27,51000.0,51000.0,10.0,11.12,0,0,0
2001-09-28,51000.0,51000.0,0.0,11.12,0,0,0
2001-10-04,51000.0,51000.0,10.0,11.12,0,0,0
2001-10-05,51000.0,51000.0,0.0,11.12,0,0,0
2001-10-08,51000.0,51000.0,1280.0,11.12,0,0,0
2001-10-09,51000.0,51000.0,550.0,11.12,250,-250,0
2001-10-10,50000.0,50000.0,20.0,10.9,0,0,0
2001-10-11,50000.0,50000.0,180.0,10.9,0,0,0
2001-10-12,50100.0,50000.0,110.0,10.9,0,0,0
2001-10-15,50000.0,51000.0,80.0,11.12,10,-10,0
2001-10-16,53700.0,50000.0,100.0,10.9,0,0,0
2001-10-17,50100.0,50100.0,0.0,10.92,0,0,0
2001-10-18,50200.0,50000.0,180.0,10.9,170,-170,0
2001-10-19,50200.0,50200.0,20.0,10.94,0,0,0
2001-10-22,51000.0,51000.0,10.0,11.12,10,-10,0
2001-10-23,51000.0,51000.0,0.0,11.12,0,0,0
2001-10-24,50100.0,50100.0,150.0,10.92,150,-150,0
2001-10-25,50000.0,50000.0,60.0,10.9,0,0,0
2001-10-26,47900.0,48650.0,60.0,10.61,0,0,0
2001-10-29,49000.0,49000.0,10.0,10.68,10,-10,0
2001-10-30,51000.0,51000.0,40.0,11.12,0,0,0
2001-10-31,51500.0,51500.0,100.0,11.23,-20,20,0
2001-11-01,51500.0,51500.0,0.0,11.23,0,0,0
2001-11-02,51500.0,51500.0,0.0,11.23,0,0,0
2001-11-05,51500.0,51500.0,0.0,11.23,0,0,0
2001-11-06,51500.0,51500.0,0.0,11.23,0,0,0
2001-11-07,51000.0,51000.0,0.0,11.12,0,0,0
2001-11-08,51500.0,55700.0,360.0,12.14,0,0,0
2001-11-09,54700.0,52900.0,310.0,11.53,0,0,0
2001-11-12,52900.0,50000.0,170.0,10.9,0,0,0
2001-11-13,50200.0,50200.0,20.0,10.94,0,0,0
2001-11-14,50200.0,50200.0,80.0,10.94,0,0,0
2001-11-15,50900.0,50000.0,190.0,10.9,0,0,0
2001-11-16,50000.0,50000.0,0.0,10.9,0,0,0
2001-11-19,50100.0,50100.0,100.0,10.92,0,0,0
2001-11-20,50200.0,52900.0,40.0,11.53,0,0,0
2001-11-21,50200.0,50300.0,50.0,10.97,0,0,0
2001-11-22,50300.0,50300.0,0.0,10.97,0,0,0
2001-11-23,50200.0,50200.0,120.0,10.94,0,0,0
2001-11-26,50300.0,50500.0,340.0,11.01,40,0,0
2001-11-27,52900.0,52900.0,10.0,11.53,0,0,0
2001-11-28,50500.0,50300.0,90.0,10.97,0,0,0
2001-11-29,50100.0,51900.0,4780.0,11.31,-20,20,0
2001-11-30,50500.0,50400.0,40.0,10.99,0,0,0
2001-12-03,52200.0,52200.0,90010.0,11.38,0,0,0
2001-12-04,52500.0,52500.0,230.0,11.45,40,-40,0
2001-12-05,57500.0,57500.0,140.0,12.54,-80,140,0
2001-12-06,57000.0,57000.0,90.0,12.43,0,0,0
2001-12-07,59500.0,55100.0,220.0,12.01,-10,10,0
2001-12-10,51100.0,55000.0,150.0,11.99,-30,30,0
2001-12-11,51100.0,54400.0,210.0,11.86,-50,50,0
2001-12-12,50700.0,53500.0,110.0,11.66,0,0,0
2001-12-13,50600.0,51000.0,90.0,11.12,-50,50,0
2001-12-14,50900.0,50900.0,50.0,11.1,20,-20,0
2001-12-17,52900.0,50700.0,50.0,11.05,-10,10,0
2001-12-18,50500.0,50900.0,20.0,11.1,-10,10,0
2001-12-19,51000.0,51000.0,20.0,11.12,0,0,0
2001-12-20,51000.0,50900.0,100.0,11.1,50,-50,0
2001-12-21,51000.0,51000.0,24170.0,11.12,24110,-110,0
2001-12-24,51000.0,51000.0,120.0,11.12,100,-100,0
2001-12-26,50500.0,50500.0,150.0,11.01,0,0,0
2001-12-27,50100.0,50100.0,150.0,10.92,0,0,0
2001-12-28,52000.0,55000.0,630.0,11.99,0,0,0
2002-01-02,55000.0,55000.0,0.0,,0,0,0
2002-01-03,55000.0,55000.0,0.0,,0,0,0
2002-01-04,51500.0,53700.0,70.0,,-10,10,0
2002-01-07,51200.0,61200.0,220.0,,100,-100,0
2002-01-08,53100.0,55000.0,190.0,,-30,30,0
2002-01-09,57500.0,57600.0,30.0,,0,0,0
2002-01-10,53500.0,53400.0,30.0,,0,0,0
2002-01-11,55000.0,55000.0,100.0,,-30,30,0
2002-01-14,55000.0,55000.0,0.0,,0,0,0
2002-01-15,55000.0,55000.0,140.0,,0,0,0
2002-01-16,53000.0,54000.0,120.0,,-20,20,0
2002-01-17,54000.0,54000.0,0.0,,0,0,0
2002-01-18,54000.0,54000.0,0.0,,0,0,0
2002-01-21,51200.0,55500.0,200.0,,10,-10,0
2002-01-22,53500.0,53500.0,20.0,,0,0,0
2002-01-23,53500.0,53500.0,0.0,,0,0,0
2002-01-24,53500.0,53500.0,0.0,,0,0,0
2002-01-25,53000.0,54000.0,230.0,,-120,120,0
2002-01-28,54000.0,53400.0,50.0,,20,-20,0
2002-01-29,54000.0,54000.0,40.0,,0,0,0
2002-01-30,54700.0,53100.0,100.0,,0,0,0
2002-01-31,53100.0,53000.0,50.0,,-10,10,0
